主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B09V9TGPQJ,,JustCar,JustCar Windshield Wiper Washer Fluid Reservoir Tank Bottle Cap - Replacement for Chevrolet Buick GMC Cadillac Canyon OEM#: 12767700 13227300 (Exact Fit),https://images-na.ssl-images-amazon.com/images/I/416vU87jqxL._AC_US200_.jpg,B09V9TGPQJ,Automotive:Replacement Parts:Body & Trim:Body:Reservoirs,Automotive,"649,530","36,073",6%,Automotive Reservoirs,325,5,,44,,8.99,,49%,3.22,61,0.00%,4.20,0,2022-03-10,FBA,8,1,1,LANGDUN,CN,公司名称：ningbolangdunqichekejiyouxiangongsi,FBA,,,,,,,0.317 ounces,4.72 x 2.8 x 0.63 inches,2023-06-30
,B0C8HSSB93,Size: 2015-2021 Colorado/Canyon Crew Cab,Garvee,"Running Boards Compatible with 2015-2022 Chevy Colorado/GMC Canyon Crew Cab, Drop Side Steps Nerf Bars Rock Slider, Car Steel Step Guards,Pickup Truck Step Rails Accessories",https://m.media-amazon.com/images/I/319KInBBr3L._AC_US200_.jpg,B0C8HRX4JM,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"281,546",,,Running Boards,391,5,,899,,179.99,,,,,,,,2023-06-18,AMZ,,14,2,Amazon,,,AMZ,,,,,,,51 pounds,79.92 x 11.42 x 6.3 inches,2023-07-04
,B09SFSR6YY,,X AUTOHAUX,X AUTOHAUX 3 Button Keyless Entry Remote Control Replacement Key Fob Proximity Smart Fob M3N32337100 for GMC Canyon 2015-2021 315MHz,https://images-na.ssl-images-amazon.com/images/I/31v5PT99JvL._AC_US200_.jpg,B09SFSR6YY,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"629,569","99,147",16%,"Antitheft Keyless Entry Systems
Automotive Replacement Parts","2594
173186",5,"-10,000%",87,-100%,17.49,,66%,3.33,4,0.00%,4.70,0,2022-02-13,FBA,9,1,2,uxcell,CN(HK),"公司名称：Dragonmarts Company Limited
办公地址：
Room 1111, 11/F., Metroplaza, Tower 2
223 Hing Fong Road
Kwai Fong
New Territories
0000
HK",FBA,,,,Y,,,1.76 ounces,5.47 x 3.98 x 0.67 inches,2023-06-12
,B09J39YHDN,,IRONBISON,IRONBISON Running Boards Side Steps Fit 2015-2022 Chevy Colorado/GMC Canyon Crew Cab Pickup Truck Nerf Bars Drop Step Off-Road Rock Slider Armor Textured Black (2pcs),https://images-na.ssl-images-amazon.com/images/I/31diRqCtgQL._AC_US200_.jpg,B09J39YHDN,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"525,605","109,436",21%,Running Boards,2252,5,"-10,000%","1,599",-100%,319.99,3,69%,52.65,11,0.00%,4.70,0,2021-09-22,FBM,9,1,2,TSS_USA,US,"公司名称：California
办公地址：
1746 TARA WAY
SAN MARCOS
CA
92078
US",FBM,,,,Y,,,300 Pounds,81.25 x 12.25 x 8.5 inches,2023-06-18
,B0BNKNFD6Y,,YMAUGP,YMAUGP Engine Cooling Fan Clutch Replacement for Chevrolet Colorado W3500 W4500 Tiltmaster for GMC Canyon P3500 for Hummer H3 for Isuzu NPR I-350 I-370 15106619 2787,https://images-na.ssl-images-amazon.com/images/I/513NhaIvo2L._AC_US200_.jpg,B0BNKNFD6Y,Automotive:Replacement Parts:Engine Cooling & Climate Control:Fans & Parts:Clutches,Automotive,"775,159","-319,011",-41%,Automotive Replacement Engine Fan Clutches,786,5,"10,000%",154,100%,30.99,,61%,7.49,,,,,2022-11-29,FBA,6,1,1,YIMO AutoParts,CN,"公司名称：shang hai yi mu mao yi you xian gong si
办公地址：
茸平路249号B503
上海市
松江区
上海市
201613
CN",FBA,,,,,,,3.52 pounds,6.69 x 6.69 x 3.94 inches,2023-06-18
,B09BVNWXNV,,Caiwin,"Automotive Oil Pressure Sensor Switch Sending Unit D1843A 12635957 Compatible with Chevy Equinox Malibu Trailblazer, GMC Acadia Canyon Envoy, Hummer H3, Isuzu Ascender, Pontiac G6, Saturn Vue",https://images-na.ssl-images-amazon.com/images/I/31fELiyulpL._AC_US200_.jpg,B09BVNWXNV,Automotive:Replacement Parts:Sensors:Transmission Oil Pressure,Automotive,"393,661","514,412",131%,Automotive Replacement Transmission Oil Pressure Sensors,458,5,"15,000%",69,150%,13.99,,57%,3.86,21,0.00%,4.30,0,2021-08-04,FBA,8,1,1,Mier,CN,"公司名称：shenzhenshiguyuedianzishangwuyouxiangongsi
办公地址：
龙华区大浪街道同胜社区三和华侨一区华荣路
67-69栋911
深圳
龙华区
广东
518109
CN",FBA,,,,,,,2.08 ounces,3 x 1 x 1 inches,2023-06-18
,B00BTL8MLI,,CarPartsDepot,CarPartsDepot Front Bumper Valance Air Deflector 2004-2012 CHEVY Colorado/GMC Canyon Deflector GM1092183 15888037,https://images-na.ssl-images-amazon.com/images/I/21g2lb-k6ML._AC_US200_.jpg,B00BTL8MLI,Automotive:Replacement Parts:Body & Trim:Body:Bumpers,Automotive,"521,342","-228,775",-44%,Automotive Bumpers,1255,5,"10,000%",215,100%,43.13,,85%,,2,0.00%,5.00,0,2013-03-13,FBM,7,1,1,CarPartsDepot,US,"公司名称：ELSTAR INC
电话号码：314-259-1116
办公地址：
14271 Don Julian Rd
City of Industry
CA
91746
US",FBM,,,,,,,,,2023-06-18
,B0161YC4SY,,Black Horse Off Road,"Black Horse Smoke Rain Guard, 4 Pack Compatible with 2015 2022 GMC Canyon-14-CHCOCC",https://images-na.ssl-images-amazon.com/images/I/31Ew-zXlYyL._AC_US200_.jpg,B0161YC4SY,Automotive:Replacement Parts:Body & Trim:Body,Automotive,"487,071","-147,364",-30%,"Side Window Wind Deflectors & Visors
Automotive Body Parts","775
11969",5,,262,,61.74,,,14.77,,,,,2015-09-30,FBM,,1,1,Auto Parts Traders II,US,"公司名称：718 Motoring Of Queens Blvd Inc
办公地址：
39 St Marys Place
FREEPORT
NY
11520
US",FBM,,,,Y,,,3 pounds,42 x 7 x 6 inches,2023-06-18
,B0B75S8SQJ,,ikeyOption,Key Fob Replacement fits for 2014-2020 Chevy Silverado GMC Sierra 1500 2500HD 3500HD Chevrolet Colorado GMC Canyon Car Keyless Entry Remote Start Control FCCID: M3N-32337100,https://images-na.ssl-images-amazon.com/images/I/41kPh9gorLL._AC_US200_.jpg,B0B75S8SQJ,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"447,776","103,860",23%,Antitheft Keyless Entry Systems,3946,5,"25,000%",174,250%,34.99,,75%,3.33,9,0.00%,4.70,0,2019-07-19,FBA,8,1,1,Yourkeying,CN,"公司名称：shenzhen Tongchuangda Techonology Co. ,Ltd
办公地址：
爱南路391号
联亨商务大厦102
深圳市
龙岗区
广东省
518172
CN",FBA,,,,,,,2 Ounces,4.96 x 3.7 x 0.67 inches,2023-06-18
,B07VNYGHV7,Color: black pink,Btopars,Btopars 2Pcs Rubber 4 Button Smart Key Fob Skin Cover Case Protector Keyless Compatible with Chevrolet Chevy GMC 2014 2015 2016 2017 2018 2019 Sierra Silverado 2020 2021 Canyon Colorado Black Pink,https://images-na.ssl-images-amazon.com/images/I/31QB4DBBKML._AC_US200_.jpg,B07VR5X6DG,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"255,071","-31,752",-12%,Antitheft Keyless Entry Systems,2558,5,"10,000%",54,100%,10.99,,56%,3.22,269,20.00%,4.80,1,2019-07-27,FBA,7,7,1,at-parts,CN,"公司名称：Fujianhongrongyuanwenhuachuanboyouxiangongsi
办公地址：
19号
德化县浔中镇
城东路
福建省泉州市
362500
CN",FBA,,,,,,,1.09 ounces,5.71 x 3.82 x 0.47 inches,2023-06-13
,B0892PHZKQ,Size: Running Board Flat Style | Color: Aluminum Black,HD Ridez,HD Ridez Flat Style Running Board Black Compatible with Chevy Colorado GMC Canyon 2015-2022 Extended Cab (Nerf Bar Side Steps Side Bars),https://images-na.ssl-images-amazon.com/images/I/41o2amJQeML._AC_US200_.jpg,B08975XXNF,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"841,326","88,495",11%,Running Boards,2415,5,"4,000%","1,277",40%,255.42,,69%,41.73,16,0.00%,4.80,0,2020-05-22,AMZ,9,4,1,Amazon,,,AMZ,,,,Y,,,300 Pounds,70.5 x 13.5 x 8 inches,2023-06-15
,B0B1VQZ4HH,,Auto Shack,AutoShack EMCC00007 Front Exhaust Manifold Catalytic Converter Direct Fit Replacement for 2007-2012 Chevrolet Colorado 2007-2008 Hummer H3 2007-2012 GMC Canyon 2007-2008 Isuzu i-370 (EPA Compliant),https://images-na.ssl-images-amazon.com/images/I/41f7Yd+-g5L._AC_US200_.jpg,B0B1VQZ4HH,Automotive:Replacement Parts:Exhaust & Emissions:Catalytic Converters & Parts:Catalytic Converters,Automotive,"393,809","223,072",57%,Automotive Replacement Catalytic Converters,1057,5,"-10,000%",818,-100%,163.77,,73%,19.39,4,0.00%,2.50,0,2022-05-19,FBM,,1,1,Auto Shack,CA,"公司名称：Kingdom Auto Parts Ltd
电话号码：1-866-990-3871
办公地址：
201 Iber Rd
Stittsville
Ontario
K2S 1E7
CA",FBM,,,,,,,22 pounds,24 x 19.3 x 7.1 inches,2023-06-27
,B07PJCFSZ7,Color: Onyx Black,ACANII,ACANII - For 2004-2012 Chevy Colorado GMC Canyon Black Housing Parking Turn Signal Lights Corner Lamps Left+Right,https://images-na.ssl-images-amazon.com/images/I/51dH9GH71-L._AC_US200_.jpg,B0BWLYHDP8,Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Signal Light Assemblies:Turn Signal Lights,Automotive,"185,805","582,508",314%,Automotive Turn Signal Lights,1694,5,"16,700%",229,167%,45.99,,50%,16.03,21,0.00%,3.90,0,2018-06-25,FBM,7,2,1,EJay,US,"公司名称：EJAY LLC
办公地址：
18351 Colima RD #2955
Rowland Heights
California
91748
US",FBM,,,,,,,3 pounds,19 x 14 x 8 inches,2023-06-27
,B08GCJ5MC1,,Bapmic,Bapmic 12570964 Oil Pressure Sensor Switch D1843A Compatible with Chevy Camaro Impala Malibu Buick Cadillac GMC Canyon Envoy Hummer Isuzu,https://images-na.ssl-images-amazon.com/images/I/31nQFyd7G5L._AC_US200_.jpg,B08GCJ5MC1,Automotive:Replacement Parts:Sensors:Transmission Oil Pressure,Automotive,"481,482","365,902",76%,Automotive Replacement Transmission Oil Pressure Sensors,53,5,"-10,000%",59,-100%,11.89,,53%,3.86,18,20.00%,4.70,1,2020-08-19,FBA,8,1,2,Carparts Online,CN,"公司名称：Shanghai Ao Ling Nuo Trade Co., Ltd
电话号码：623-594-9118
办公地址：
Floor 2 Building C No. 1718 Yishan Road",FBA,,,,,,,2.08 ounces,2.83 x 1.73 x 1.65 inches,2023-06-27
,B000CNHP58,,Auto Ventshade,"Auto Ventshade [AVS] Outside Mount Ventvisor | 2004 - 2012 Chevrolet/GMC Colorado/Canyon Standard Cab- Smoke, 2 pc. | 92457",https://images-na.ssl-images-amazon.com/images/I/31Nr9imFdjL._AC_US200_.jpg,B000CNHP58,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"443,015","42,629",10%,Side Window Wind Deflectors & Visors,4038,5,"20,000%",274,200%,50.50,,61%,13.09,139,20.00%,4.70,1,2005-11-28,AMZ,8,1,6,Amazon,,,AMZ,,,,Y,,,2.35 pounds,46.9 x 11.9 x 1.9 inches,2023-06-27
,B08VRRKH65,,A-Premium,"A-Premium Engine Variable Valve Timing (VVT) Solenoid Compatible with Buick Rainier &amp; Chevrolet Colorado Trailblazer &amp; GMC Canyon &amp; Hummer &amp; Isuzu, Replace# 917-010 12568078 12576768",https://images-na.ssl-images-amazon.com/images/I/31cP9zMVPDL._AC_US200_.jpg,B08VRRKH65,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Valves & Parts:Valves:Intake Valves,Automotive,"330,767","-10,346",-3%,Automotive Replacement Engine Intake Valves,404,5,"40,000%",99,400%,19.99,,64%,4.24,46,60.00%,4.40,3,2021-01-28,FBA,10,1,2,PremiumpartsWhosale,CN(HK),"公司名称：CENTURY HUATENG NETWORK OVERSEAS LIMITED
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HongKong
999077
HK",FBA,,,,Y,,,8.4 ounces,6.5 x 2.48 x 1.97 inches,2023-06-27
,B092J8GK27,,A-Premium,"A-Premium Engine Camshaft Position Sensor Compatible with Chevrolet Colorado 08-12, Trailblazer 08-09 &amp; GMC Canyon 08-12, Envoy 08-09 &amp; Hummer H3, H3T &amp; Isuzu Ascender, i-290, i-370, Replace# 12597253",https://images-na.ssl-images-amazon.com/images/I/51ws4Vqpv0L._AC_US200_.jpg,B092J8GK27,Automotive:Replacement Parts:Sensors:Crankshaft Position,Automotive,"623,663","296,225",47%,Automotive Replacement Crankshaft Position Sensors,1079,5,"-10,000%",64,-100%,12.99,,55%,3.86,9,40.00%,4.60,2,2021-04-11,FBA,9,1,2,PremiumpartsWhosale,CN(HK),"公司名称：CENTURY HUATENG NETWORK OVERSEAS LIMITED
办公地址：
FLAT/RM 02, 7/F, SPA CENTRE
NO. 53-55 LOCKHART ROAD
WAN CHAI
HongKong
999077
HK",FBA,,,,Y,,,0.81 ounces,4 x 2 x 1 inches,2023-06-27
,B07CX9V4K5,Size: One Side,AKKON,AKKON - For Chevy Colorado | GMC Canyon Clear Bumper Driving Fog Light Lamp Replacement (1PC),https://images-na.ssl-images-amazon.com/images/I/51A3Tn+lI9L._AC_US200_.jpg,B0BHXS69K5,"Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Driving, Fog & Spot Lights",Automotive,"323,107","119,829",37%,"Automotive Driving, Fog & Spot Light Assemblies",1819,5,,179,,35.98,,31%,19.39,22,0.00%,4.30,0,2017-12-13,FBM,,2,1,AKKON,US,"公司名称：Autoholic Inc
电话号码：626-467-5445",FBM,,,,,,,4 pounds,15 x 0 x 0 inches,2023-06-27
,B07YF3ZX8K,,Parts Player,"New Alternator Replacement For Chevrolet Camaro V6 3.6L 10 11 12 2010-2012, Colorado 3.6L 2015-2016, GMC Canyon 15-16 3.6 13502988, FG15S026, 13588313, 13597236, 849127",https://images-na.ssl-images-amazon.com/images/I/31+MSmRC5xL._AC_US200_.jpg,B07YF3ZX8K,Automotive:Replacement Parts:Starters & Alternators:Alternators & Generators:Alternators,Automotive,"153,251","436,741",285%,Automotive Replacement Alternators,2015,5,"50,000%",949,500%,199.95,,77%,16.03,9,20.00%,4.00,1,2019-09-26,FBM,7,1,2,OEG Parts,US,公司名称：Florida,FBM,,,,,,,13.94 pounds,8.2 x 7.3 x 7.1 inches,2023-06-27
,B0B7KXH1RX,,EGINCOOLER,EGINCOOLER 4 Row Core Aluminum Radiator for 2006-2012 Chevy Chevrolet Colorado Hummer H3 GMC Canyon V8 with Shroud Fan and Relay 2007 2008 2009 2010 2011,https://images-na.ssl-images-amazon.com/images/I/51EUgXhRm1L._AC_US200_.jpg,B0B7KXH1RX,Automotive:Replacement Parts:Engine Cooling & Climate Control:Radiators,Automotive,"281,579","726,111",148%,Automotive Replacement Engine Radiators,13317,5,"10,000%","1,645",100%,329.00,,85%,,1,0.00%,5.00,0,2022-07-26,FBM,,1,1,MotorRadiator,CN,"公司名称：shanghaicanshuiqichepeijianyouxiangongsi
办公地址：
茸梅路139号
1幢
上海市
松江区
上海市
201613
CN",FBM,,,,Y,,,,,2023-06-27
,B085C5MV5D,Size: Timing Chain Kit+Water Pump,MPLUS OE SOLUTION AUTOPARTS,"Timing Chain Kit 9-0195SA with Water Pump fits 2007-2011 Chevrolet Colorado 3.7L | 2007-2011 GMC Canyon 3.7L | 2007-2011 Chevrolet Colorado 2.9L VIN CODE&quot;9, E&quot; and More",https://images-na.ssl-images-amazon.com/images/I/41h3NgtkeTL._AC_US200_.jpg,B08S2RLT3Z,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Timing Parts:Sets & Kits,Automotive,"492,913","224,837",46%,Automotive Replacement Engine Timing Part Sets & Kits,266,5,,598,,119.69,,85%,,,,,,2020-03-01,FBM,,2,1,Mplus OE Solution,US,公司名称：MOCA GROUP LLC,FBM,,,,,,,,,2023-06-27
,B09GLL1HNG,,BOXI,BOXI Front Right Passenger Side ABS Wheel Speed Sensor Compatible for Chevrolet Colorado 2004 2005 2006 / Gmc Canyon 2004 2005 2006 / Isuzu I-280 2006 | SU9446 5S7980 ALS491,https://images-na.ssl-images-amazon.com/images/I/41FYBmoQpBL._AC_US200_.jpg,B09GLL1HNG,Automotive:Replacement Parts:Brake System:Sensors:Speed Sensors,Automotive,"160,905","449,085",279%,Automotive Replacement Anti-Lock Brake Speed Sensors,65,5,"10,000%",99,100%,19.99,,61%,4.75,6,20.00%,3.40,1,2021-09-17,FBA,,1,1,BOXI Auto Parts,CN,"公司名称：Shanghai BOXI Auto Parts Co., Ltd
电话号码：00-861-391-756-9580",FBA,,,,Y,,,11.4 ounces,8.82 x 6.65 x 2.05 inches,2023-06-27
,B0BMQ6C7Y1,,Generic,Renesemee A3216C Engine Air Filter Compatible with Chevy Colorado GMC Canyon 2016-2022 OE# 23248945,https://images-na.ssl-images-amazon.com/images/I/41qBg5W38tL._AC_US200_.jpg,B0BMQ6C7Y1,Automotive:Replacement Parts:Filters:Air Filters & Accessories:Air Filters,Automotive,"231,586","53,943",23%,Automotive Replacement Air Filters,3320,5,,109,,21.99,,59%,5.69,,,,,2022-11-16,FBA,6,1,1,hangzhourongpeikejiyouxiangongsi,CN,公司名称：hangzhourongpeikejiyouxiangongsi,FBA,,,,,,,14.1 ounces,11.8 x 10.4 x 2 inches,2023-06-27
,B07YD5SQ9H,,HY-SPEED,HY-SPEED 718-202 Intake and Exhaust Camshaft Position Actuator Timing Solenoid Control Valve Compatible with Cadillac ATS CTS Chevy Colorado Camaro Malibu Impala Regal Envision GMC Acadia Canyon,https://images-na.ssl-images-amazon.com/images/I/41CZn4BJnUL._AC_US200_.jpg,B07YD5SQ9H,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Valves & Parts:Valves:Intake Valves,Automotive,"528,037","-173,023",-33%,Automotive Replacement Engine Intake Valves,427,5,"-1,300%",149,-13%,29.99,4,69%,4.75,126,60.00%,4.30,3,2019-09-24,FBA,7,1,1,HY-SPEED,CN,公司名称：BINWU JIANG,FBA,,,,,,,14.4 ounces,39.4 x 39.4 x 19.7 inches,2023-06-27
,B00VCU0USY,,BACKRACK,"BackRack | Hardware Kit for use w/ Standard Bed, Black, No Drill | 30126 | Fits 2015-2023 Chevrolet/GMC Colorado/Canyon",https://images-na.ssl-images-amazon.com/images/I/41Wd3DY3QVL._AC_US200_.jpg,B00VCU0USY,Automotive:Exterior Accessories:Cargo Management:Cargo Racks,Automotive,"249,875","645,508",258%,Cargo Racks,509,5,"-2,900%",699,-29%,139.99,14,74%,15.61,47,40.00%,4.20,2,2015-03-28,AMZ,8,1,5,Amazon,,,AMZ,,,,Y,,,13 pounds,17 x 5 x 4 inches,2023-06-23
,B0C3LMJ8NZ,,CNRAQR,CNRAQR 213-4222 Mass Air Flow Sensor MAF for Buick Lacrosse Regal Cadillac Chevy Camaro Colorado Equinox Impala GMC Canyon Envoy #15865791,"https://m.media-amazon.com/images/I/31eCUUw2eoL._SX200_SY200_CR,0,0,200,200_.jpg",B0C3LMJ8NZ,Automotive:Replacement Parts:Sensors:Mass Air Flow,Automotive,"213,774","-202,823",-65%,Automotive Replacement Mass Air Flow Sensors,223,5,,94,,18.99,,65%,3.86,,,,,2023-04-25,FBA,8,1,1,JINYUS,CN,"公司名称：hainingshijinyumaoyiyouxiangongsi
办公地址：
清莲小区南区5幢501室
温州市
瑞安安阳街道
浙江省
325000
CN",FBA,,,,Y,,,1.6 Ounces,3.9 x 1.9 x 1.9 inches,2023-06-26
,B00332GO0C,,Westin,Wade 72-40171 Truck Bed Rail Caps Black Smooth Finish without Stake Holes for 2004-2012 Chevrolet Colorado &amp; GMC Canyon Crew Cab (Set of 2),https://images-na.ssl-images-amazon.com/images/I/31vVsxVaP2L._AC_US200_.jpg,B00332GO0C,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"704,918","-334,913",-48%,Truck Tonneau Covers,1206,5,"-5,000%",435,-50%,85.25,9,58%,23.67,96,0.00%,4.20,0,2010-01-05,AMZ,9,1,19,Amazon,,,AMZ,,,,Y,,,3.45 pounds,87 x 8 x 4 inches,2023-06-26
,B0BGK6ZNK1,,OCEAIR,Bed Rail Pocket Covers for Chevy Colorado/GMC Canyon 2015 2016 2017 2018 2019 2020 Truck Bed Rail Stake Rear Tailgate Hole Plugs (Pack of 2),https://images-na.ssl-images-amazon.com/images/I/41DcBPQOEFL._AC_US200_.jpg,B0BGK6ZNK1,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"120,502","971,718",806%,Truck Tonneau Covers,960,5,"-10,000%",49,-100%,9.99,,46%,3.86,6,0.00%,3.00,0,2022-10-28,FBA,9,1,1,Jubay store,CN,"公司名称：zhengzhou jubei wangluo keji youxian gongsi
办公地址：
万科美景魅力之城祥润园
1号楼1单元1301室
郑州市
航空港经济综合实验区
河南省
451100
CN",FBA,,,,Y,,,2.39 ounces,4.9 x 4.7 x 1.3 inches,2023-06-22
,B0BQ1WF43V,,RT-TCZ,"RT-TCZ Carbon Fiber Center Console Multimedia Navigation GPS Panel Trim Cover Decoration Sticker Interior Accessories for Chevrolet Colorado 2014-2023,for GMC Canyon 2014-2022",https://images-na.ssl-images-amazon.com/images/I/51BZk1aKcDL._AC_US200_.jpg,B0BQ1WF43V,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"1,065,421","-592,182",-56%,Automotive Center Consoles,5383,5,,269,,53.99,,76%,4.75,1,0.00%,5.00,0,2022-12-13,FBA,7,1,1,AutoHeaven,CN,"公司名称：shenzhenshirongtongqicheyongpinzhizaoyouxiangongsi
电话号码：1-772-242-0923",FBA,,,,Y,,,14.4 ounces,14.96 x 11.81 x 0.79 inches,2023-06-21
,B08MX46DQ2,Size: Driver (Left) Side,AKKON,AKKON - For 2015-2019 Chevy Colorado / 15-19 GMC Canyon Rear Bumper Cap End - Left Driver Side,https://images-na.ssl-images-amazon.com/images/I/41LksDohbkL._AC_US200_.jpg,B08P81FZ9N,Automotive:Replacement Parts:Body & Trim:Body:Bumpers,Automotive,"827,326","-127,675",-15%,Automotive Bumpers,7424,5,0%,299,0%,59.99,,85%,,3,0.00%,4.40,0,2020-11-07,FBM,,3,1,AKKON,US,"公司名称：Autoholic Inc
电话号码：626-467-5445",FBM,,,,,,,2.5 pounds,12 x 0 x 0 inches,2023-06-27
,B08Z7X586P,Size: 2004-2012 Crew Cab,Puermto,"Puermto Waterproof Sunprood Window Wind Deflector, 4pcs Protective Replacements Nice Rain Guards Set, Window Visor fit for 2004-2012 Chevrolet Colorado Crew cab 2004-2012 GMC Canyon Crew Cab 94133",https://m.media-amazon.com/images/I/51XeYBVeHsS._AC_US200_.jpg,B09TW2NMY3,Automotive:Replacement Parts:Body & Trim:Body,Automotive,"207,621","383,918",218%,"Side Window Wind Deflectors & Visors
Automotive Body Parts","1064
15142",5,"-5,700%",214,-57%,42.99,,64%,11.83,50,60.00%,3.50,3,2021-03-15,FBA,9,4,2,Double Big,CN,"公司名称：Zhao Shu
办公地址：
万岗路99号丽阳兰庭2幢商业1-101至109室
合肥
包河区
230001
CN",FBA,,,,Y,,,1.87 pounds,41.73 x 9.45 x 1.97 inches,2023-06-26
,B09GLJX3P8,,BOXI,BOXI Front Left Driver Side ABS Wheel Speed Sensor Compatible for Chevrolet Colorado 2004 2005 2006 2007 2008 / GMC Canyon 2004-2008 / Isuzu I-350 2006 / I-370 2007 2008 4WD &amp; RWD | 15176997 ALS1182,https://m.media-amazon.com/images/I/41ieja1CsPL._AC_US200_.jpg,B09GLJX3P8,Automotive:Replacement Parts:Brake System:Sensors:Speed Sensors,Automotive,"165,091","-169,260",-30%,Automotive Replacement Anti-Lock Brake Speed Sensors,194,5,"-1,000%",99,-10%,19.99,,61%,4.75,2,0.00%,4.50,0,2021-09-17,FBA,8,1,1,BOXI Auto Parts,CN,"公司名称：Shanghai BOXI Auto Parts Co., Ltd
电话号码：00-861-391-756-9580",FBA,,,,Y,,,8.4 ounces,8.54 x 6.14 x 2.36 inches,2023-06-27
,B0BXN6W9MR,,ANGLEWIDE,"Power window switch 2004-12 For Chevy Colorado Crew Cab Rear Driver or Passenger Side 2004-12 For GMC Canyon Master Control Window Lift Switch 15205245,15793863,25884813,8152052450",https://m.media-amazon.com/images/I/31ChqSK7X+L._AC_US200_.jpg,B0BXN6W9MR,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Power Window,Automotive,"133,539","306,167",305%,Automotive Power Window Switches,534,5,"-10,000%",64,-100%,12.99,,55%,3.86,,,,,2023-03-06,FBM,,1,1,ANGLEWIDE,CN,公司名称：Shenzhenshimeitumaoyifazhanyouxiangongsi,FBM,,,,,,,2.82 ounces,3.94 x 2.76 x 2.17 inches,2023-07-01
,B08FMCHBS9,,BRTEC,BRTEC Master Power Window Switch for 2004 2005 2006 2007 2008 2009 2010 2011 2012 for Chevy Colorado &amp; for GMC Canyon; 2009 2010 for Hummer H3T; 2006-2010 for Hummer H3 Power Window Switch Driver Side,https://m.media-amazon.com/images/I/41ZzXQVvUcL._AC_US200_.jpg,B08FMCHBS9,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Interior Switches:Power Window,Automotive,"151,311","-83,615",-15%,Automotive Power Window Switches,615,5,"2,900%",125,29%,25.16,,69%,4.08,53,0.00%,4.10,0,2020-08-10,FBA,7,1,1,BRTEC AutoParts,CN,公司名称：yuhuanshidamaimaoyiyouxiangongsi,FBA,,,,,,,6.8 ounces,7.52 x 3.7 x 2.2 inches,2023-07-03
,B00TPXAWKQ,,Bedrug,"Bedrug Classic Bed Liner | 2015 - 2022 Chevy Colorado / GMC Canyon 5' Bed,(BRZSPRAYON is required if installing over Spray-In Liner) Charcoal Grey | BRB15CCK",https://images-na.ssl-images-amazon.com/images/I/51IfCuQREAL._AC_US200_.jpg,B00TPXAWKQ,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Bed Liners,Automotive,"753,325","-278,786",-37%,Truck Bed & Tailgate Bed Liners,248,4,"-7,800%","1,867",-78%,466.95,19,58%,124.01,119,25.00%,4.70,1,2015-02-15,AMZ,9,1,5,Amazon,,,AMZ,,,,Y,,,21 pounds,68 x 15 x 15 inches,2023-06-30
